"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Canada","Thailand","2012","35","0","35","0"
"Canada","The former Yugoslav Rep. of Macedonia","2012","97","0","97","0"
"Canada","Togo","2012","251","0","251","0"
"Canada","Trinidad and Tobago","2012","241","0","241","0"
"Canada","Tunisia","2012","204","0","204","0"
"Canada","Turkey","2012","3838","0","3838","0"
"Canada","Turkmenistan","2012","18","0","18","0"
"Canada","Turks and Caicos Islands","2012","0","0","0","0"
"Canada","Uganda","2012","809","0","809","0"
"Canada","Ukraine","2012","1737","0","1737","0"
"Canada","United Arab Emirates","2012","28","0","28","0"
"Canada","United Kingdom","2012","69","0","69","0"
"Canada","United Rep. of Tanzania","2012","513","0","513","0"
"Canada","United States","2012","4045","0","4045","0"
"Canada","Uruguay","2012","139","0","139","0"
"Canada","Uzbekistan","2012","274","0","274","0"
"Canada","Various","2012","87","0","87","0"
"Canada","Venezuela (Bolivarian Republic of)","2012","797","0","797","0"
"Canada","Viet Nam","2012","148","0","148","0"
"Canada","Yemen","2012","240","0","240","0"
"Canada","Zambia","2012","56","0","56","0"
"Canada","Zimbabwe","2012","4341","0","4341","0"
"Cayman Islands","Afghanistan","2012","1","1","1","1"
"Cayman Islands","Cuba","2012","2","0","2","0"
"Central African Rep.","Angola","2012","9","9","9","9"
"Central African Rep.","Burundi","2012","23","23","23","23"
"Central African Rep.","Cameroon","2012","2","2","2","2"
"Central African Rep.","Chad","2012","861","861","861","861"
"Central African Rep.","Congo","2012","13","13","13","13"
"Central African Rep.","Côte d'Ivoire","2012","11","11","11","11"
"Central African Rep.","Dem. Rep. of the Congo","2012","10662","10662","10662","10662"
"Central African Rep.","Guinea","2012","5","5","5","5"
"Central African Rep.","Liberia","2012","10","10","10","10"
"Central African Rep.","Niger","2012","1","1","1","1"
"Central African Rep.","Rwanda","2012","231","231","231","231"
"Central African Rep.","Sierra Leone","2012","6","6","6","6"
"Central African Rep.","Sudan","2012","2174","2174","2174","2174"
"Central African Rep.","Uganda","2012","3","3","3","3"
"Central African Rep.","United Rep. of Tanzania","2012","3","3","3","3"
"Chad","Afghanistan","2012","1","1","1","1"
"Chad","Cameroon","2012","5","5","5","5"
"Chad","Central African Rep.","2012","65874","58374","65874","58374"
"Chad","Congo","2012","6","6","6","6"
"Chad","Côte d'Ivoire","2012","6","6","6","6"
"Chad","Dem. Rep. of the Congo","2012","262","262","262","262"
"Chad","Eritrea","2012","35","35","35","35"
"Chad","Ethiopia","2012","3","3","3","3"
"Chad","Guinea","2012","3","3","3","3"
"Chad","Islamic Rep. of Iran","2012","1","1","1","1"
"Chad","Liberia","2012","2","2","2","2"
"Chad","Libya","2012","500","0","500","0"
"Chad","Mali","2012","1","1","1","1"
"Chad","Niger","2012","1","1","1","1"
"Chad","Rwanda","2012","15","15","15","15"
"Chad","Somalia","2012","12","12","12","12"
"Chad","Sudan","2012","306960","291047","306960","291047"
"Chad","Syrian Arab Rep.","2012","4","4","4","4"
"Chad","Togo","2012","2","2","2","2"
"Chad","Yemen","2012","2","2","2","2"
"Chile","Afghanistan","2012","12","0","12","0"
"Chile","Argentina","2012","1","1","1","1"
"Chile","Cameroon","2012","1","0","1","0"
"Chile","Colombia","2012","942","239","942","239"
"Chile","Costa Rica","2012","3","3","3","3"
"Chile","Cuba","2012","18","0","18","0"
"Chile","Dem. Rep. of the Congo","2012","5","5","5","5"
"Chile","Ecuador","2012","18","0","18","0"
"Chile","El Salvador","2012","3","3","3","3"
"Chile","Haiti","2012","1","0","1","0"
"Chile","Iraq","2012","2","2","2","2"
"Chile","Kenya","2012","2","1","2","1"
"Chile","Nigeria","2012","3","1","3","1"
"Chile","Peru","2012","117","17","117","17"
"Chile","Somalia","2012","2","0","2","0"
"Chile","Sri Lanka","2012","6","6","6","6"
"Chile","State of Palestine","2012","116","4","116","4"
"Chile","Various","2012","443","0","443","0"
"China","Afghanistan","2012","7","0","7","0"
"China","Eritrea","2012","0","0","0","0"
"China","Iraq","2012","23","18","23","18"
"China","Islamic Rep. of Iran","2012","2","2","2","2"
"China","Myanmar","2012","0","0","0","0"
"China","Pakistan","2012","52","52","52","52"
"China","Rwanda","2012","3","3","3","3"
"China","Somalia","2012","48","45","48","45"
"China","State of Palestine","2012","5","3","5","3"
"China","Viet Nam","2012","300897","1","300897","1"
"Colombia","Afghanistan","2012","2","2","2","2"
"Colombia","Angola","2012","5","2","5","2"
"Colombia","Benin","2012","1","1","1","1"
"Colombia","Bolivia (Plurinational State of)","2012","1","0","1","0"
"Colombia","China","2012","1","0","1","0"
"Colombia","Congo","2012","2","0","2","0"
"Colombia","Cuba","2012","60","10","60","10"
"Colombia","Dem. Rep. of the Congo","2012","1","0","1","0"
"Colombia","Dominican Rep.","2012","1","0","1","0"
"Colombia","Ecuador","2012","5","3","5","3"
"Colombia","El Salvador","2012","7","7","7","7"
"Colombia","Eritrea","2012","4","0","4","0"
"Colombia","Ethiopia","2012","16","3","16","3"
"Colombia","Ghana","2012","1","0","1","0"
"Colombia","Haiti","2012","1","0","1","0"
"Colombia","Hungary","2012","7","1","7","1"
"Colombia","Iraq","2012","4","1","4","1"
"Colombia","Islamic Rep. of Iran","2012","2","0","2","0"
"Colombia","Liberia","2012","3","0","3","0"
"Colombia","Mauritania","2012","1","0","1","0"
"Colombia","Nepal","2012","2","0","2","0"
"Colombia","Nicaragua","2012","24","9","24","9"
"Colombia","Peru","2012","8","0","8","0"
"Colombia","Romania","2012","7","0","7","0"
"Colombia","Russian Federation","2012","3","0","3","0"
"Colombia","Serbia (and Kosovo: S/RES/1244 (1999))","2012","7","0","7","0"
"Colombia","Sierra Leone","2012","5","0","5","0"
"Colombia","Somalia","2012","11","0","11","0"
"Colombia","Sri Lanka","2012","2","1","2","1"
"Colombia","State of Palestine","2012","1","0","1","0"
"Colombia","Stateless","2012","3","1","3","1"
"Colombia","Sudan","2012","1","0","1","0"
"Colombia","Syrian Arab Rep.","2012","1","1","1","1"
"Colombia","Turkey","2012","2","2","2","2"
"Colombia","Venezuela (Bolivarian Republic of)","2012","17","10","17","10"
"Congo","Angola","2012","322","322","322","322"
"Congo","Burundi","2012","95","95","95","95"
"Congo","Cameroon","2012","1","1","1","1"
"Congo","Central African Rep.","2012","116","116","116","116"
"Congo","Chad","2012","36","36","36","36"
"Congo","Côte d'Ivoire","2012","5","5","5","5"
"Congo","Dem. Rep. of the Congo","2012","89424","89424","89424","89424"
"Congo","Islamic Rep. of Iran","2012","1","1","1","1"
"Congo","Liberia","2012","2","2","2","2"
"Congo","Mali","2012","1","1","1","1"
"Congo","Mauritania","2012","7","7","7","7"
"Congo","Nigeria","2012","3","3","3","3"
"Congo","Rwanda","2012","8404","8404","8404","8404"
"Congo","Sierra Leone","2012","2","2","2","2"
"Congo","Sri Lanka","2012","1","1","1","1"
"Congo","Sudan","2012","32","32","32","32"
"Congo","Togo","2012","2","2","2","2"
"Congo","Uganda","2012","1","1","1","1"
"Costa Rica","Afghanistan","2012","2","2","2","2"
"Costa Rica","Angola","2012","2","2","2","2"
"Costa Rica","Argentina","2012","2","2","2","2"
"Costa Rica","Armenia","2012","2","2","2","2"
"Costa Rica","Belarus","2012","8","8","8","8"
"Costa Rica","Bolivia (Plurinational State of)","2012","8","8","8","8"
"Costa Rica","Bulgaria","2012","13","13","13","13"
"Costa Rica","China","2012","1","1","1","1"
"Costa Rica","Colombia","2012","10305","10305","10305","10305"
"Costa Rica","Côte d'Ivoire","2012","1","1","1","1"
"Costa Rica","Cuba","2012","818","818","818","818"
"Costa Rica","Cyprus","2012","4","4","4","4"
"Costa Rica","Dem. Rep. of the Congo","2012","3","3","3","3"
"Costa Rica","Dominican Rep.","2012","6","6","6","6"
"Costa Rica","El Salvador","2012","114","114","114","114"
"Costa Rica","Eritrea","2012","4","4","4","4"
"Costa Rica","Ethiopia","2012","1","1","1","1"
"Costa Rica","Georgia","2012","15","15","15","15"
"Costa Rica","Germany","2012","1","1","1","1"
"Costa Rica","Ghana","2012","2","2","2","2"
"Costa Rica","Guatemala","2012","36","36","36","36"
"Costa Rica","Haiti","2012","38","38","38","38"
"Costa Rica","Honduras","2012","44","44","44","44"
"Costa Rica","India","2012","7","7","7","7"
"Costa Rica","Iraq","2012","0","0","0","0"
"Costa Rica","Islamic Rep. of Iran","2012","5","5","5","5"
"Costa Rica","Israel","2012","16","16","16","16"
"Costa Rica","Liberia","2012","4","4","4","4"
"Costa Rica","Mexico","2012","8","8","8","8"
"Costa Rica","Nicaragua","2012","599","599","599","599"
"Costa Rica","Nigeria","2012","18","18","18","18"
"Costa Rica","Panama","2012","18","18","18","18"
"Costa Rica","Peru","2012","228","228","228","228"
"Costa Rica","Rep. of Moldova","2012","2","2","2","2"
"Costa Rica","Romania","2012","4","4","4","4"
"Costa Rica","Russian Federation","2012","21","21","21","21"
"Costa Rica","Sierra Leone","2012","3","3","3","3"
"Costa Rica","Somalia","2012","15","15","15","15"
"Costa Rica","South Africa","2012","1","1","1","1"
"Costa Rica","Sudan","2012","1","1","1","1"
"Costa Rica","Uganda","2012","2","2","2","2"
"Costa Rica","Ukraine","2012","18","18","18","18"
"Costa Rica","United States","2012","2","2","2","2"
"Costa Rica","Uzbekistan","2012","7","7","7","7"
"Costa Rica","Various","2012","0","0","7820","3724"
"Costa Rica","Venezuela (Bolivarian Republic of)","2012","220","220","220","220"
"Côte d'Ivoire","Afghanistan","2012","13","13","13","13"
"Côte d'Ivoire","Angola","2012","5","5","5","5"
"Côte d'Ivoire","Benin","2012","1","1","1","1"
"Côte d'Ivoire","Burkina Faso","2012","3","3","3","3"
"Côte d'Ivoire","Burundi","2012","33","33","33","33"
"Côte d'Ivoire","Cambodia","2012","24","24","24","24"
"Côte d'Ivoire","Cameroon","2012","1","1","1","1"
"Côte d'Ivoire","Central African Rep.","2012","15","15","15","15"
"Côte d'Ivoire","Chad","2012","17","17","17","17"
"Côte d'Ivoire","Congo","2012","148","148","148","148"
"Côte d'Ivoire","Dem. Rep. of the Congo","2012","152","152","152","152"
"Côte d'Ivoire","Eritrea","2012","1","1","1","1"
"Côte d'Ivoire","Ethiopia","2012","2","2","2","2"
"Côte d'Ivoire","Ghana","2012","1","1","1","1"
"Côte d'Ivoire","Guinea","2012","2","2","2","2"
"Côte d'Ivoire","Islamic Rep. of Iran","2012","6","6","6","6"
"Côte d'Ivoire","Lebanon","2012","1","1","1","1"
"Côte d'Ivoire","Liberia","2012","3424","3424","3424","3424"
"Côte d'Ivoire","Mauritania","2012","1","1","1","1"
"Côte d'Ivoire","Niger","2012","4","4","4","4"
"Côte d'Ivoire","Nigeria","2012","18","18","18","18"
"Côte d'Ivoire","Pakistan","2012","1","1","1","1"
"Côte d'Ivoire","Rwanda","2012","67","67","67","67"
"Côte d'Ivoire","Sierra Leone","2012","0","0","0","0"
"Côte d'Ivoire","Sri Lanka","2012","1","1","1","1"
"Côte d'Ivoire","Sudan","2012","3","3","3","3"
"Côte d'Ivoire","Togo","2012","27","27","27","27"
"Côte d'Ivoire","Uganda","2012","1","1","1","1"
"Côte d'Ivoire","Viet Nam","2012","8","8","8","8"
"Croatia","Afghanistan","2012","19","19","19","19"
"Croatia","Armenia","2012","1","1","1","1"
"Croatia","Bosnia and Herzegovina","2012","405","405","439","439"
"Croatia","Congo","2012","3","3","3","3"
"Croatia","Eritrea","2012","1","1","1","1"
"Croatia","Georgia","2012","4","4","4","4"
"Croatia","Iraq","2012","3","3","3","3"
"Croatia","Nigeria","2012","1","1","1","1"
"Croatia","Rep. of Moldova","2012","2","2","2","2"
"Croatia","Russian Federation","2012","10","10","10","10"
"Croatia","Serbia (and Kosovo: S/RES/1244 (1999))","2012","211","211","211","211"
"Croatia","Sudan","2012","2","2","2","2"
"Croatia","Syrian Arab Rep.","2012","12","12","12","12"
"Croatia","Turkey","2012","6","6","6","6"
"Croatia","Ukraine","2012","5","5","5","5"
"Croatia","Uzbekistan","2012","3","3","3","3"
"Croatia","Various","2012","1","1","1","1"
"Croatia","Zimbabwe","2012","1","1","1","1"
"Cuba","Colombia","2012","1","1","1","1"
"Cuba","Eritrea","2012","8","8","8","8"
"Cuba","Ethiopia","2012","1","1","1","1"
"Cuba","Haiti","2012","1","0","1","0"
"Cuba","Islamic Rep. of Iran","2012","0","0","0","0"
"Cuba","Kazakhstan","2012","1","1","1","1"
"Cuba","State of Palestine","2012","1","0","1","0"
"Cuba","Sudan","2012","0","0","0","0"
"Cuba","Syrian Arab Rep.","2012","11","11","11","11"
"Cuba","Western Sahara","2012","347","254","347","254"
"Curaçao","Colombia","2012","6","6","6","6"
"Curaçao","Cuba","2012","1","1","1","1"
"Curaçao","Jamaica","2012","7","7","7","7"
"Cyprus","Afghanistan","2012","7","0","7","0"
"Cyprus","Algeria","2012","4","0","4","0"
"Cyprus","Armenia","2012","23","0","23","0"
"Cyprus","Bangladesh","2012","3","0","3","0"
"Cyprus","Bosnia and Herzegovina","2012","15","0","15","0"
"Cyprus","Burkina Faso","2012","2","0","2","0"
"Cyprus","Cameroon","2012","8","0","8","0"
"Cyprus","China","2012","3","0","3","0"
"Cyprus","Croatia","2012","1","0","1","0"
"Cyprus","Cuba","2012","1","0","1","0"
"Cyprus","Dem. Rep. of the Congo","2012","12","0","12","0"
"Cyprus","Egypt","2012","58","0","58","0"
"Cyprus","Eritrea","2012","2","0","2","0"
"Cyprus","Ethiopia","2012","4","0","4","0"
"Cyprus","Georgia","2012","85","0","85","0"
"Cyprus","Ghana","2012","1","0","1","0"
"Cyprus","Guinea","2012","1","0","1","0"
"Cyprus","India","2012","3","0","3","0"
"Cyprus","Indonesia","2012","1","0","1","0"
"Cyprus","Iraq","2012","644","0","644","0"
"Cyprus","Islamic Rep. of Iran","2012","444","0","444","0"
"Cyprus","Jordan","2012","16","0","16","0"
"Cyprus","Kyrgyzstan","2012","3","0","3","0"
"Cyprus","Lebanon","2012","32","0","32","0"
"Cyprus","Liberia","2012","1","0","1","0"
"Cyprus","Libya","2012","1","0","1","0"
"Cyprus","Mali","2012","1","0","1","0"
"Cyprus","Morocco","2012","1","0","1","0"
"Cyprus","Nepal","2012","1","0","1","0"
"Cyprus","Nigeria","2012","3","0","3","0"
"Cyprus","Pakistan","2012","16","0","16","0"
"Cyprus","Philippines","2012","8","0","8","0"
"Cyprus","Rep. of Moldova","2012","14","0","14","0"
"Cyprus","Russian Federation","2012","58","0","58","0"
"Cyprus","Serbia (and Kosovo: S/RES/1244 (1999))","2012","56","0","56","0"
"Cyprus","Sierra Leone","2012","14","0","14","0"
"Cyprus","Somalia","2012","9","0","9","0"
"Cyprus","Sri Lanka","2012","22","0","22","0"
"Cyprus","State of Palestine","2012","1711","0","1711","0"
"Cyprus","Stateless","2012","1","0","1","0"
"Cyprus","Sudan","2012","5","0","5","0"
"Cyprus","Syrian Arab Rep.","2012","139","0","139","0"
"Cyprus","Tajikistan","2012","1","0","1","0"
"Cyprus","The former Yugoslav Rep. of Macedonia","2012","2","0","2","0"
"Cyprus","Turkey","2012","158","0","158","0"
"Cyprus","Ukraine","2012","28","0","28","0"
"Cyprus","Uzbekistan","2012","4","0","4","0"
"Cyprus","Viet Nam","2012","1","0","1","0"
"Cyprus","Yemen","2012","3","0","3","0"
"Czech Rep.","Afghanistan","2012","241","0","241","0"
"Czech Rep.","Albania","2012","17","0","17","0"
"Czech Rep.","Algeria","2012","1","0","1","0"
"Czech Rep.","Angola","2012","23","0","23","0"
"Czech Rep.","Armenia","2012","64","0","64","0"
"Czech Rep.","Azerbaijan","2012","23","0","23","0"
"Czech Rep.","Bangladesh","2012","1","0","1","0"
"Czech Rep.","Belarus","2012","302","0","302","0"
"Czech Rep.","Bosnia and Herzegovina","2012","11","0","11","0"
"Czech Rep.","Bulgaria","2012","26","0","26","0"
"Czech Rep.","Burkina Faso","2012","0","0","0","0"
"Czech Rep.","Burundi","2012","1","0","1","0"
"Czech Rep.","Cambodia","2012","2","0","2","0"
"Czech Rep.","Cameroon","2012","5","0","5","0"
"Czech Rep.","Chad","2012","1","0","1","0"
"Czech Rep.","China","2012","9","0","9","0"
"Czech Rep.","Congo","2012","4","0","4","0"
"Czech Rep.","Côte d'Ivoire","2012","2","0","2","0"
"Czech Rep.","Croatia","2012","1","0","1","0"
"Czech Rep.","Cuba","2012","109","0","109","0"
"Czech Rep.","Dem. Rep. of the Congo","2012","48","0","48","0"
"Czech Rep.","Djibouti","2012","2","0","2","0"
"Czech Rep.","Ecuador","2012","1","0","1","0"
"Czech Rep.","Egypt","2012","2","0","2","0"
"Czech Rep.","Eritrea","2012","12","0","12","0"
"Czech Rep.","Ethiopia","2012","10","0","10","0"
"Czech Rep.","Gambia","2012","2","0","2","0"
"Czech Rep.","Georgia","2012","32","0","32","0"
"Czech Rep.","Ghana","2012","11","0","11","0"
"Czech Rep.","Guinea","2012","5","0","5","0"
"Czech Rep.","India","2012","2","0","2","0"
"Czech Rep.","Iraq","2012","159","0","159","0"
"Czech Rep.","Islamic Rep. of Iran","2012","39","0","39","0"
"Czech Rep.","Israel","2012","1","0","1","0"
"Czech Rep.","Jordan","2012","1","0","1","0"
"Czech Rep.","Kazakhstan","2012","193","0","193","0"
"Czech Rep.","Kyrgyzstan","2012","40","0","40","0"
"Czech Rep.","Liberia","2012","4","0","4","0"
"Czech Rep.","Libya","2012","2","0","2","0"
"Czech Rep.","Mongolia","2012","2","0","2","0"
"Czech Rep.","Morocco","2012","2","0","2","0"
"Czech Rep.","Myanmar","2012","127","0","127","0"
"Czech Rep.","Nigeria","2012","18","0","18","0"
"Czech Rep.","Pakistan","2012","23","0","23","0"
"Czech Rep.","Rep. of Moldova","2012","20","0","20","0"
"Czech Rep.","Romania","2012","123","0","123","0"
"Czech Rep.","Russian Federation","2012","441","0","441","0"
"Czech Rep.","Rwanda","2012","1","0","1","0"
"Czech Rep.","Saudi Arabia","2012","3","0","3","0"
"Czech Rep.","Senegal","2012","1","0","1","0"
"Czech Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2012","53","0","53","0"
"Czech Rep.","Sierra Leone","2012","5","0","5","0"
"Czech Rep.","Somalia","2012","30","0","30","0"
"Czech Rep.","South Africa","2012","3","0","3","0"
"Czech Rep.","Sri Lanka","2012","14","0","14","0"
"Czech Rep.","State of Palestine","2012","1","0","1","0"
"Czech Rep.","Stateless","2012","150","0","150","0"
"Czech Rep.","Sudan","2012","21","0","21","0"
"Czech Rep.","Syrian Arab Rep.","2012","54","0","54","0"
"Czech Rep.","Tajikistan","2012","1","0","1","0"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2012","1","0","1","0"
"Czech Rep.","Togo","2012","3","0","3","0"
"Czech Rep.","Tunisia","2012","1","0","1","0"
"Czech Rep.","Turkey","2012","20","0","20","0"
"Czech Rep.","Turkmenistan","2012","5","0","5","0"
"Czech Rep.","Uganda","2012","1","0","1","0"
"Czech Rep.","Ukraine","2012","105","0","105","0"
"Czech Rep.","Uzbekistan","2012","94","0","94","0"
"Czech Rep.","Various","2012","8","0","8","0"
"Czech Rep.","Viet Nam","2012","65","0","65","0"
"Dem. Rep. of the Congo","Angola","2012","0","0","0","0"
"Dem. Rep. of the Congo","Burundi","2012","9368","9368","9368","9368"
"Dem. Rep. of the Congo","Cameroon","2012","7","7","7","7"
"Dem. Rep. of the Congo","Central African Rep.","2012","1691","1691","1691","1691"
"Dem. Rep. of the Congo","Chad","2012","2","2","2","2"
"Dem. Rep. of the Congo","Congo","2012","732","732","732","732"
"Dem. Rep. of the Congo","Côte d'Ivoire","2012","3","3","3","3"
"Dem. Rep. of the Congo","Eritrea","2012","1","1","1","1"
"Dem. Rep. of the Congo","Ethiopia","2012","1","1","1","1"
"Dem. Rep. of the Congo","Guinea","2012","7","7","7","7"
"Dem. Rep. of the Congo","Liberia","2012","6","6","6","6"
"Dem. Rep. of the Congo","Rwanda","2012","50736","7222","50736","7222"
"Dem. Rep. of the Congo","Sierra Leone","2012","1","1","1","1"
"Dem. Rep. of the Congo","Somalia","2012","29","29","29","29"
"Dem. Rep. of the Congo","Sudan","2012","2505","2505","2505","2505"
"Dem. Rep. of the Congo","Uganda","2012","20","20","20","20"
"Denmark","Afghanistan","2012","2391","0","2391","0"
"Denmark","Albania","2012","45","0","45","0"
"Denmark","Algeria","2012","9","0","9","0"
"Denmark","Angola","2012","5","0","5","0"
"Denmark","Armenia","2012","53","0","53","0"
"Denmark","Azerbaijan","2012","98","0","98","0"
"Denmark","Bangladesh","2012","7","0","7","0"
"Denmark","Belarus","2012","15","0","15","0"
"Denmark","Benin","2012","1","0","1","0"
"Denmark","Bhutan","2012","5","0","5","0"
"Denmark","Bosnia and Herzegovina","2012","143","0","143","0"
"Denmark","Burkina Faso","2012","1","0","1","0"
"Denmark","Burundi","2012","46","0","46","0"
"Denmark","Cambodia","2012","1","0","1","0"
"Denmark","Cameroon","2012","6","0","6","0"
"Denmark","Chad","2012","1","0","1","0"
"Denmark","China","2012","44","0","44","0"
"Denmark","Colombia","2012","0","0","0","0"
"Denmark","Congo","2012","4","0","4","0"
"Denmark","Côte d'Ivoire","2012","9","0","9","0"
"Denmark","Croatia","2012","0","0","0","0"
"Denmark","Dem. People's Rep. of Korea","2012","9","0","9","0"
"Denmark","Dem. Rep. of the Congo","2012","69","0","69","0"
"Denmark","Ecuador","2012","0","0","0","0"
"Denmark","Egypt","2012","2","0","2","0"
"Denmark","Eritrea","2012","42","0","42","0"
"Denmark","Ethiopia","2012","17","0","17","0"
"Denmark","Georgia","2012","20","0","20","0"
"Denmark","Ghana","2012","1","0","1","0"
"Denmark","Guinea","2012","4","0","4","0"
"Denmark","India","2012","21","0","21","0"
"Denmark","Indonesia","2012","1","0","1","0"
"Denmark","Iraq","2012","1159","0","1159","0"
"Denmark","Islamic Rep. of Iran","2012","1411","0","1411","0"
"Denmark","Jordan","2012","14","0","14","0"
"Denmark","Kazakhstan","2012","2","0","2","0"
"Denmark","Kenya","2012","6","0","6","0"
"Denmark","Kyrgyzstan","2012","2","0","2","0"
"Denmark","Lebanon","2012","56","0","56","0"
"Denmark","Libya","2012","26","0","26","0"
"Denmark","Mongolia","2012","4","0","4","0"
"Denmark","Morocco","2012","5","0","5","0"
"Denmark","Myanmar","2012","56","0","56","0"
"Denmark","Nepal","2012","4","0","4","0"
"Denmark","Nigeria","2012","13","0","13","0"
"Denmark","Pakistan","2012","35","0","35","0"
"Denmark","Peru","2012","1","0","1","0"
"Denmark","Philippines","2012","1","0","1","0"
"Denmark","Poland","2012","0","0","0","0"
"Denmark","Rep. of Korea","2012","1","0","1","0"
"Denmark","Romania","2012","5","0","5","0"
"Denmark","Russian Federation","2012","829","0","829","0"
"Denmark","Rwanda","2012","37","0","37","0"
"Denmark","Saudi Arabia","2012","1","0","1","0"
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2012","1192","0","1192","0"
"Denmark","Sierra Leone","2012","1","0","1","0"
"Denmark","Somalia","2012","528","0","528","0"
"Denmark","Sri Lanka","2012","70","0","70","0"
"Denmark","State of Palestine","2012","265","0","265","0"
"Denmark","Stateless","2012","235","0","235","0"
"Denmark","Sudan","2012","66","0","66","0"
"Denmark","Syrian Arab Rep.","2012","1812","0","1812","0"
"Denmark","Tajikistan","2012","3","0","3","0"
"Denmark","The former Yugoslav Rep. of Macedonia","2012","15","0","15","0"
"Denmark","Tunisia","2012","2","0","2","0"
"Denmark","Turkey","2012","23","0","23","0"
"Denmark","Uganda","2012","11","0","11","0"
"Denmark","Ukraine","2012","9","0","9","0"
"Denmark","United Rep. of Tanzania","2012","1","0","1","0"
"Denmark","Uruguay","2012","0","0","0","0"
"Denmark","Uzbekistan","2012","8","0","8","0"
"Denmark","Various","2012","397","0","397","0"
"Denmark","Viet Nam","2012","16","0","16","0"
"Denmark","Yemen","2012","1","0","1","0"
"Denmark","Zambia","2012","1","0","1","0"
"Denmark","Zimbabwe","2012","8","0","8","0"
"Djibouti","Bangladesh","2012","1","1","1","1"
"Djibouti","Eritrea","2012","292","292","292","292"
"Djibouti","Ethiopia","2012","535","535","535","535"
"Djibouti","Iraq","2012","4","4","4","4"
"Djibouti","Kenya","2012","9","9","9","9"
"Djibouti","Philippines","2012","2","2","2","2"
"Djibouti","Somalia","2012","18289","18289","18289","18289"
"Djibouti","Sudan","2012","6","6","6","6"
"Djibouti","Yemen","2012","1","1","1","1"
"Dominican Rep.","Haiti","2012","750","252","750","252"
"Dominican Rep.","Iraq","2012","1","1","1","1"
"Dominican Rep.","Syrian Arab Rep.","2012","7","7","7","7"
"Ecuador","Afghanistan","2012","113","113","113","113"
"Ecuador","Albania","2012","6","6","6","6"
"Ecuador","Angola","2012","2","2","2","2"
"Ecuador","Argentina","2012","2","2","2","2"
"Ecuador","Armenia","2012","4","4","4","4"
"Ecuador","Azerbaijan","2012","2","2","2","2"
"Ecuador","Bangladesh","2012","2","2","2","2"
"Ecuador","Belarus","2012","1","1","1","1"
"Ecuador","Bosnia and Herzegovina","2012","1","1","1","1"
"Ecuador","Brazil","2012","3","3","3","3"
"Ecuador","Burundi","2012","2","2","2","2"
"Ecuador","Cameroon","2012","2","2","2","2"
"Ecuador","Chile","2012","5","5","5","5"
"Ecuador","China","2012","12","12","12","12"
"Ecuador","Colombia","2012","54620","54620","122964","54620"
"Ecuador","Congo","2012","3","3","3","3"
"Ecuador","Côte d'Ivoire","2012","2","2","2","2"
"Ecuador","Cuba","2012","230","230","230","230"
"Ecuador","Dominican Rep.","2012","4","4","4","4"
"Ecuador","Egypt","2012","1","1","1","1"
"Ecuador","El Salvador","2012","5","5","5","5"
"Ecuador","Eritrea","2012","11","11","11","11"
"Ecuador","Ethiopia","2012","3","3","3","3"
"Ecuador","Germany","2012","1","1","1","1"
"Ecuador","Ghana","2012","2","2","2","2"
"Ecuador","Guinea","2012","9","9","9","9"
"Ecuador","Guinea-Bissau","2012","1","1","1","1"
"Ecuador","Haiti","2012","27","27","27","27"
"Ecuador","India","2012","2","2","2","2"
"Ecuador","Iraq","2012","36","36","36","36"
"Ecuador","Islamic Rep. of Iran","2012","26","26","26","26"
"Ecuador","Kuwait","2012","1","1","1","1"
"Ecuador","Kyrgyzstan","2012","1","1","1","1"
"Ecuador","Lebanon","2012","6","6","6","6"
"Ecuador","Liberia","2012","6","6","6","6"
"Ecuador","Lithuania","2012","1","1","1","1"
"Ecuador","Mali","2012","2","2","2","2"
"Ecuador","Morocco","2012","4","4","4","4"
"Ecuador","Nepal","2012","5","5","5","5"
"Ecuador","Nicaragua","2012","1","1","1","1"
"Ecuador","Niger","2012","1","1","1","1"
"Ecuador","Nigeria","2012","25","25","25","25"
"Ecuador","Pakistan","2012","29","29","29","29"
"Ecuador","Panama","2012","2","2","2","2"
"Ecuador","Paraguay","2012","1","1","1","1"
"Ecuador","Peru","2012","94","94","94","94"
"Ecuador","Poland","2012","1","1","1","1"
"Ecuador","Russian Federation","2012","31","31","31","31"
"Ecuador","Saudi Arabia","2012","3","3","3","3"
"Ecuador","Serbia (and Kosovo: S/RES/1244 (1999))","2012","14","14","14","14"
"Ecuador","Sierra Leone","2012","1","1","1","1"
"Ecuador","Somalia","2012","7","7","7","7"
"Ecuador","Spain","2012","4","4","4","4"
"Ecuador","Sri Lanka","2012","15","15","15","15"
"Ecuador","State of Palestine","2012","9","9","9","9"
"Ecuador","Stateless","2012","1","1","1","1"
"Ecuador","Sudan","2012","5","5","5","5"
"Ecuador","Swaziland","2012","1","1","1","1"
"Ecuador","Syrian Arab Rep.","2012","11","11","11","11"
"Ecuador","Togo","2012","2","2","2","2"
"Ecuador","Turkey","2012","2","2","2","2"
"Ecuador","Turkmenistan","2012","2","2","2","2"
