"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Denmark","Albania","2010","56","0","56","0"
"Denmark","Algeria","2010","13","0","13","0"
"Denmark","Angola","2010","9","0","9","0"
"Denmark","Armenia","2010","72","0","72","0"
"Denmark","Azerbaijan","2010","130","0","130","0"
"Denmark","Bahrain","2010","1","0","1","0"
"Denmark","Bangladesh","2010","9","0","9","0"
"Denmark","Belarus","2010","26","0","26","0"
"Denmark","Bhutan","2010","5","0","5","0"
"Denmark","Bosnia and Herzegovina","2010","1064","0","1064","0"
"Denmark","Burkina Faso","2010","1","0","1","0"
"Denmark","Burundi","2010","114","0","114","0"
"Denmark","Cambodia","2010","5","0","5","0"
"Denmark","Cameroon","2010","11","0","11","0"
"Denmark","Chad","2010","1","0","1","0"
"Denmark","Chile","2010","0","0","0","0"
"Denmark","China","2010","65","0","65","0"
"Denmark","Colombia","2010","7","0","7","0"
"Denmark","Congo","2010","4","0","4","0"
"Denmark","Côte d'Ivoire","2010","2","0","2","0"
"Denmark","Croatia","2010","5","0","5","0"
"Denmark","Cuba","2010","1","0","1","0"
"Denmark","Dem. People's Rep. of Korea","2010","9","0","9","0"
"Denmark","Dem. Rep. of the Congo","2010","90","0","90","0"
"Denmark","Egypt","2010","2","0","2","0"
"Denmark","Eritrea","2010","29","0","29","0"
"Denmark","Ethiopia","2010","28","0","28","0"
"Denmark","Georgia","2010","28","0","28","0"
"Denmark","Ghana","2010","1","0","1","0"
"Denmark","Guatemala","2010","0","0","0","0"
"Denmark","Guinea","2010","7","0","7","0"
"Denmark","India","2010","41","0","41","0"
"Denmark","Indonesia","2010","1","0","1","0"
"Denmark","Iraq","2010","3962","0","3962","0"
"Denmark","Islamic Rep. of Iran","2010","1030","0","1030","0"
"Denmark","Jordan","2010","16","0","16","0"
"Denmark","Kazakhstan","2010","7","0","7","0"
"Denmark","Kenya","2010","7","0","7","0"
"Denmark","Kuwait","2010","0","0","0","0"
"Denmark","Lebanon","2010","75","0","75","0"
"Denmark","Liberia","2010","0","0","0","0"
"Denmark","Libya","2010","27","0","27","0"
"Denmark","Mauritania","2010","1","0","1","0"
"Denmark","Mongolia","2010","5","0","5","0"
"Denmark","Morocco","2010","0","0","0","0"
"Denmark","Myanmar","2010","56","0","56","0"
"Denmark","Nepal","2010","4","0","4","0"
"Denmark","Nigeria","2010","13","0","13","0"
"Denmark","Pakistan","2010","38","0","38","0"
"Denmark","Peru","2010","1","0","1","0"
"Denmark","Philippines","2010","1","0","1","0"
"Denmark","Poland","2010","2","0","2","0"
"Denmark","Rep. of Moldova","2010","6","0","6","0"
"Denmark","Romania","2010","5","0","5","0"
"Denmark","Russian Federation","2010","748","0","748","0"
"Denmark","Rwanda","2010","81","0","81","0"
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2010","2288","0","2288","0"
"Denmark","Sierra Leone","2010","7","0","7","0"
"Denmark","Slovakia","2010","1","0","1","0"
"Denmark","Somalia","2010","1497","0","1497","0"
"Denmark","Sri Lanka","2010","148","0","148","0"
"Denmark","State of Palestine","2010","381","0","381","0"
"Denmark","Stateless","2010","137","0","137","0"
"Denmark","Sudan","2010","84","0","84","0"
"Denmark","Syrian Arab Rep.","2010","750","0","750","0"
"Denmark","Tajikistan","2010","0","0","0","0"
"Denmark","Thailand","2010","1","0","1","0"
"Denmark","The former Yugoslav Rep. of Macedonia","2010","18","0","18","0"
"Denmark","Tunisia","2010","6","0","6","0"
"Denmark","Turkey","2010","40","0","40","0"
"Denmark","Uganda","2010","10","0","10","0"
"Denmark","Ukraine","2010","19","0","19","0"
"Denmark","United States","2010","1","0","1","0"
"Denmark","Uruguay","2010","1","0","1","0"
"Denmark","Uzbekistan","2010","15","0","15","0"
"Denmark","Various","2010","64","0","64","0"
"Denmark","Viet Nam","2010","55","0","55","0"
"Denmark","Yemen","2010","3","0","3","0"
"Denmark","Zimbabwe","2010","7","0","7","0"
"Djibouti","Dem. Rep. of the Congo","2010","1","1","1","1"
"Djibouti","Eritrea","2010","236","236","236","236"
"Djibouti","Ethiopia","2010","631","631","631","631"
"Djibouti","Iraq","2010","3","3","3","3"
"Djibouti","Kenya","2010","9","9","9","9"
"Djibouti","Philippines","2010","2","2","2","2"
"Djibouti","Somalia","2010","14216","14216","14216","14216"
"Djibouti","Sudan","2010","5","5","5","5"
"Djibouti","Yemen","2010","1","1","1","1"
"Dominican Rep.","Haiti","2010","595","150","595","150"
"Dominican Rep.","Sudan","2010","4","4","4","4"
"Ecuador","Afghanistan","2010","114","114","114","114"
"Ecuador","Albania","2010","6","6","6","6"
"Ecuador","Angola","2010","2","2","2","2"
"Ecuador","Argentina","2010","3","3","3","3"
"Ecuador","Armenia","2010","4","4","4","4"
"Ecuador","Azerbaijan","2010","2","2","2","2"
"Ecuador","Bangladesh","2010","2","2","2","2"
"Ecuador","Belarus","2010","1","1","1","1"
"Ecuador","Bosnia and Herzegovina","2010","1","1","1","1"
"Ecuador","Burundi","2010","2","2","2","2"
"Ecuador","Cameroon","2010","2","2","2","2"
"Ecuador","Chile","2010","5","5","5","5"
"Ecuador","China","2010","13","13","13","13"
"Ecuador","Colombia","2010","52059","49038","120403","52059"
"Ecuador","Congo","2010","3","3","3","3"
"Ecuador","Côte d'Ivoire","2010","1","1","1","1"
"Ecuador","Cuba","2010","244","244","244","244"
"Ecuador","Dominican Rep.","2010","5","5","5","5"
"Ecuador","Egypt","2010","1","1","1","1"
"Ecuador","El Salvador","2010","5","5","5","5"
"Ecuador","Eritrea","2010","9","9","9","9"
"Ecuador","Ethiopia","2010","3","3","3","3"
"Ecuador","Germany","2010","1","1","1","1"
"Ecuador","Ghana","2010","2","2","2","2"
"Ecuador","Guinea","2010","7","7","7","7"
"Ecuador","Guinea-Bissau","2010","1","1","1","1"
"Ecuador","Haiti","2010","22","22","22","22"
"Ecuador","India","2010","2","2","2","2"
"Ecuador","Iraq","2010","35","35","35","35"
"Ecuador","Islamic Rep. of Iran","2010","25","25","25","25"
"Ecuador","Kuwait","2010","1","1","1","1"
"Ecuador","Kyrgyzstan","2010","2","2","2","2"
"Ecuador","Lebanon","2010","5","5","5","5"
"Ecuador","Liberia","2010","6","6","6","6"
"Ecuador","Lithuania","2010","1","1","1","1"
"Ecuador","Mali","2010","2","2","2","2"
"Ecuador","Morocco","2010","4","4","4","4"
"Ecuador","Nepal","2010","5","5","5","5"
"Ecuador","Nicaragua","2010","1","1","1","1"
"Ecuador","Niger","2010","1","1","1","1"
"Ecuador","Nigeria","2010","21","21","21","21"
"Ecuador","Pakistan","2010","29","29","29","29"
"Ecuador","Panama","2010","2","2","2","2"
"Ecuador","Paraguay","2010","1","1","1","1"
"Ecuador","Peru","2010","97","97","97","97"
"Ecuador","Poland","2010","1","1","1","1"
"Ecuador","Russian Federation","2010","23","23","23","23"
"Ecuador","Saudi Arabia","2010","3","3","3","3"
"Ecuador","Senegal","2010","1","1","1","1"
"Ecuador","Serbia (and Kosovo: S/RES/1244 (1999))","2010","14","14","14","14"
"Ecuador","Sierra Leone","2010","1","1","1","1"
"Ecuador","Somalia","2010","7","7","7","7"
"Ecuador","Spain","2010","4","4","4","4"
"Ecuador","Sri Lanka","2010","15","15","15","15"
"Ecuador","State of Palestine","2010","9","9","9","9"
"Ecuador","Stateless","2010","1","1","1","1"
"Ecuador","Sudan","2010","5","5","5","5"
"Ecuador","Swaziland","2010","1","1","1","1"
"Ecuador","Syrian Arab Rep.","2010","9","9","9","9"
"Ecuador","Togo","2010","2","2","2","2"
"Ecuador","Turkey","2010","2","2","2","2"
"Ecuador","Turkmenistan","2010","2","2","2","2"
"Ecuador","Ukraine","2010","1","1","1","1"
"Ecuador","United States","2010","3","3","3","3"
"Ecuador","Uruguay","2010","1","1","1","1"
"Ecuador","Uzbekistan","2010","4","4","4","4"
"Ecuador","Various","2010","19","19","19","19"
"Ecuador","Venezuela (Bolivarian Republic of)","2010","4","4","4","4"
"Ecuador","Viet Nam","2010","3","3","3","3"
"Ecuador","Western Sahara","2010","5","5","5","5"
"Ecuador","Zimbabwe","2010","5","5","5","5"
"Egypt","Algeria","2010","4","4","4","4"
"Egypt","Angola","2010","1","1","1","1"
"Egypt","Burundi","2010","41","41","41","41"
"Egypt","Cameroon","2010","1","1","1","1"
"Egypt","Central African Rep.","2010","1","1","1","1"
"Egypt","Chad","2010","22","22","22","22"
"Egypt","China","2010","1","1","1","1"
"Egypt","Congo","2010","2","2","2","2"
"Egypt","Côte d'Ivoire","2010","149","149","149","149"
"Egypt","Dem. Rep. of the Congo","2010","24","24","24","24"
"Egypt","Djibouti","2010","5","5","5","5"
"Egypt","Eritrea","2010","938","938","938","938"
"Egypt","Ethiopia","2010","562","562","562","562"
"Egypt","Guinea","2010","1","1","1","1"
"Egypt","India","2010","1","1","1","1"
"Egypt","Iraq","2010","6772","6772","6772","6772"
"Egypt","Islamic Rep. of Iran","2010","1","1","1","1"
"Egypt","Kenya","2010","2","2","2","2"
"Egypt","Liberia","2010","6","6","6","6"
"Egypt","Libya","2010","3","3","3","3"
"Egypt","Myanmar","2010","2","2","2","2"
"Egypt","Nigeria","2010","1","1","1","1"
"Egypt","Russian Federation","2010","12","12","12","12"
"Egypt","Rwanda","2010","17","17","17","17"
"Egypt","Saudi Arabia","2010","2","2","2","2"
"Egypt","Serbia (and Kosovo: S/RES/1244 (1999))","2010","8","8","8","8"
"Egypt","Sierra Leone","2010","0","0","0","0"
"Egypt","Somalia","2010","6172","6172","6172","6172"
"Egypt","Sri Lanka","2010","1","1","1","1"
"Egypt","State of Palestine","2010","70026","26","70026","26"
"Egypt","Sudan","2010","10035","10035","10035","10035"
"Egypt","Syrian Arab Rep.","2010","8","8","8","8"
"Egypt","Togo","2010","1","1","1","1"
"Egypt","Tunisia","2010","5","5","5","5"
"Egypt","Turkmenistan","2010","4","4","4","4"
"Egypt","Uganda","2010","12","12","12","12"
"Egypt","Uzbekistan","2010","3","3","3","3"
"Egypt","Yemen","2010","205","205","205","205"
"Egypt","Zimbabwe","2010","5","5","5","5"
"El Salvador","Colombia","2010","3","0","3","0"
"El Salvador","Honduras","2010","7","7","7","7"
"El Salvador","Islamic Rep. of Iran","2010","1","0","1","0"
"El Salvador","Nicaragua","2010","27","0","27","0"
"Eritrea","Ethiopia","2010","80","80","80","80"
"Eritrea","Somalia","2010","4556","4556","4556","4556"
"Eritrea","Sudan","2010","173","173","173","173"
"Estonia","Afghanistan","2010","12","0","12","0"
"Estonia","Algeria","2010","2","0","2","0"
"Estonia","Belarus","2010","3","0","3","0"
"Estonia","Iraq","2010","1","0","1","0"
"Estonia","Russian Federation","2010","7","0","7","0"
"Estonia","Somalia","2010","1","0","1","0"
"Estonia","Sri Lanka","2010","7","0","7","0"
"Estonia","Sudan","2010","1","0","1","0"
"Estonia","Tajikistan","2010","1","0","1","0"
"Estonia","Turkey","2010","1","0","1","0"
"Estonia","Turkmenistan","2010","2","0","2","0"
"Estonia","Uganda","2010","1","0","1","0"
"Ethiopia","Afghanistan","2010","1","1","1","1"
"Ethiopia","Burundi","2010","79","79","79","79"
"Ethiopia","Chad","2010","1","1","1","1"
"Ethiopia","Congo","2010","5","5","5","5"
"Ethiopia","Czech Rep.","2010","2","2","2","2"
"Ethiopia","Dem. Rep. of the Congo","2010","383","383","383","383"
"Ethiopia","Djibouti","2010","62","62","62","62"
"Ethiopia","Eritrea","2010","44791","44791","44791","44791"
"Ethiopia","Kenya","2010","2425","2425","2425","2425"
"Ethiopia","Rwanda","2010","12","12","12","12"
"Ethiopia","Somalia","2010","81247","81247","81247","81247"
"Ethiopia","Sudan","2010","25238","25238","25238","25238"
"Ethiopia","Togo","2010","1","1","1","1"
"Ethiopia","Uganda","2010","34","34","34","34"
"Ethiopia","United Rep. of Tanzania","2010","1","1","1","1"
"Ethiopia","Yemen","2010","12","12","12","12"
"Ethiopia","Zimbabwe","2010","1","1","1","1"
"Fiji","Somalia","2010","1","1","1","1"
"Finland","Afghanistan","2010","807","0","807","0"
"Finland","Albania","2010","19","0","19","0"
"Finland","Algeria","2010","27","0","27","0"
"Finland","Angola","2010","206","0","206","0"
"Finland","Armenia","2010","13","0","13","0"
"Finland","Azerbaijan","2010","53","0","53","0"
"Finland","Bangladesh","2010","42","0","42","0"
"Finland","Belarus","2010","39","0","39","0"
"Finland","Bolivia (Plurinational State of)","2010","15","0","15","0"
"Finland","Bosnia and Herzegovina","2010","96","0","96","0"
"Finland","Bulgaria","2010","4","0","4","0"
"Finland","Burundi","2010","3","0","3","0"
"Finland","Cambodia","2010","7","0","7","0"
"Finland","Cameroon","2010","51","0","51","0"
"Finland","Chad","2010","1","0","1","0"
"Finland","China","2010","55","0","55","0"
"Finland","Colombia","2010","13","0","13","0"
"Finland","Congo","2010","20","0","20","0"
"Finland","Côte d'Ivoire","2010","8","0","8","0"
"Finland","Croatia","2010","10","0","10","0"
"Finland","Cuba","2010","10","0","10","0"
"Finland","Czech Rep.","2010","0","0","0","0"
"Finland","Dem. Rep. of the Congo","2010","176","0","176","0"
"Finland","Ecuador","2010","3","0","3","0"
"Finland","Egypt","2010","2","0","2","0"
"Finland","Eritrea","2010","7","0","7","0"
"Finland","Estonia","2010","0","0","0","0"
"Finland","Ethiopia","2010","60","0","60","0"
"Finland","Gambia","2010","13","0","13","0"
"Finland","Georgia","2010","1","0","1","0"
"Finland","Ghana","2010","25","0","25","0"
"Finland","Guinea","2010","15","0","15","0"
"Finland","Guinea-Bissau","2010","1","0","1","0"
"Finland","Honduras","2010","3","0","3","0"
"Finland","Hungary","2010","5","0","5","0"
"Finland","India","2010","12","0","12","0"
"Finland","Indonesia","2010","1","0","1","0"
"Finland","Iraq","2010","2188","0","2188","0"
"Finland","Islamic Rep. of Iran","2010","323","0","323","0"
"Finland","Israel","2010","2","0","2","0"
"Finland","Jordan","2010","7","0","7","0"
"Finland","Kazakhstan","2010","17","0","17","0"
"Finland","Kyrgyzstan","2010","9","0","9","0"
"Finland","Latvia","2010","9","0","9","0"
"Finland","Lebanon","2010","10","0","10","0"
"Finland","Liberia","2010","3","0","3","0"
"Finland","Libya","2010","19","0","19","0"
"Finland","Malawi","2010","4","0","4","0"
"Finland","Mauritania","2010","4","0","4","0"
"Finland","Mongolia","2010","1","0","1","0"
"Finland","Morocco","2010","10","0","10","0"
"Finland","Mozambique","2010","1","0","1","0"
"Finland","Myanmar","2010","14","0","14","0"
"Finland","Namibia","2010","0","0","0","0"
"Finland","Nepal","2010","9","0","9","0"
"Finland","Niger","2010","1","0","1","0"
"Finland","Nigeria","2010","75","0","75","0"
"Finland","Pakistan","2010","24","0","24","0"
"Finland","Peru","2010","4","0","4","0"
"Finland","Rep. of Moldova","2010","3","0","3","0"
"Finland","Romania","2010","1","0","1","0"
"Finland","Russian Federation","2010","469","0","469","0"
"Finland","Rwanda","2010","33","0","33","0"
"Finland","Senegal","2010","3","0","3","0"
"Finland","Serbia (and Kosovo: S/RES/1244 (1999))","2010","660","0","660","0"
"Finland","Sierra Leone","2010","20","0","20","0"
"Finland","Slovakia","2010","8","0","8","0"
"Finland","Somalia","2010","2226","0","2226","0"
"Finland","Sri Lanka","2010","111","0","111","0"
"Finland","State of Palestine","2010","0","0","0","0"
"Finland","Stateless","2010","74","0","74","0"
"Finland","Sudan","2010","8","0","8","0"
"Finland","Syrian Arab Rep.","2010","59","0","59","0"
"Finland","Tajikistan","2010","16","0","16","0"
"Finland","The former Yugoslav Rep. of Macedonia","2010","9","0","9","0"
"Finland","Togo","2010","5","0","5","0"
"Finland","Turkey","2010","324","0","324","0"
"Finland","Turkmenistan","2010","5","0","5","0"
"Finland","Uganda","2010","2","0","2","0"
"Finland","Ukraine","2010","15","0","15","0"
"Finland","United Rep. of Tanzania","2010","4","0","4","0"
"Finland","Uzbekistan","2010","26","0","26","0"
"Finland","Various","2010","80","0","80","0"
"Finland","Venezuela (Bolivarian Republic of)","2010","1","0","1","0"
"Finland","Viet Nam","2010","2","0","2","0"
"Finland","Yemen","2010","1","0","1","0"
"Finland","Zimbabwe","2010","2","0","2","0"
"France","Afghanistan","2010","1790","0","1790","0"
"France","Albania","2010","1556","0","1556","0"
"France","Algeria","2010","1189","0","1189","0"
"France","Angola","2010","3097","0","3097","0"
"France","Argentina","2010","0","0","0","0"
"France","Armenia","2010","3073","0","3073","0"
"France","Azerbaijan","2010","2239","0","2239","0"
"France","Bangladesh","2010","2268","0","2268","0"
"France","Belarus","2010","441","0","441","0"
"France","Benin","2010","16","0","16","0"
"France","Bhutan","2010","52","0","52","0"
"France","Bolivia (Plurinational State of)","2010","37","0","37","0"
"France","Bosnia and Herzegovina","2010","4083","0","4083","0"
"France","Brazil","2010","8","0","8","0"
"France","Bulgaria","2010","84","0","84","0"
"France","Burkina Faso","2010","63","0","63","0"
"France","Burundi","2010","320","0","320","0"
"France","Cambodia","2010","12956","0","12956","0"
"France","Cameroon","2010","655","0","655","0"
"France","Central African Rep.","2010","577","0","577","0"
"France","Chad","2010","1026","0","1026","0"
"France","Chile","2010","0","0","0","0"
"France","China","2010","1002","0","1002","0"
"France","Colombia","2010","436","0","436","0"
"France","Comoros","2010","324","0","324","0"
"France","Congo","2010","3124","0","3124","0"
"France","Côte d'Ivoire","2010","1920","0","1920","0"
"France","Croatia","2010","0","0","0","0"
"France","Cuba","2010","120","0","120","0"
"France","Czech Rep.","2010","0","0","0","0"
"France","Dem. Rep. of the Congo","2010","11369","0","11369","0"
"France","Djibouti","2010","94","0","94","0"
"France","Ecuador","2010","0","0","0","0"
"France","Egypt","2010","136","0","136","0"
"France","El Salvador","2010","0","0","0","0"
"France","Equatorial Guinea","2010","29","0","29","0"
"France","Eritrea","2010","663","0","663","0"
"France","Estonia","2010","0","0","0","0"
"France","Ethiopia","2010","481","0","481","0"
"France","Gabon","2010","22","0","22","0"
"France","Gambia","2010","87","0","87","0"
"France","Georgia","2010","2153","0","2153","0"
"France","Germany","2010","0","0","0","0"
"France","Ghana","2010","565","0","565","0"
"France","Guatemala","2010","0","0","0","0"
"France","Guinea","2010","3125","0","3125","0"
"France","Guinea-Bissau","2010","896","0","896","0"
"France","Haiti","2010","3466","0","3466","0"
"France","Honduras","2010","0","0","0","0"
"France","Hungary","2010","63","0","63","0"
"France","India","2010","206","0","206","0"
"France","Indonesia","2010","0","0","0","0"
"France","Iraq","2010","2366","0","2366","0"
"France","Islamic Rep. of Iran","2010","1917","0","1917","0"
"France","Jordan","2010","0","0","0","0"
"France","Kazakhstan","2010","362","0","362","0"
"France","Kenya","2010","25","0","25","0"
"France","Kyrgyzstan","2010","167","0","167","0"
"France","Lao People's Dem. Rep.","2010","7445","0","7445","0"
"France","Latvia","2010","0","0","0","0"
"France","Lebanon","2010","101","0","101","0"
"France","Liberia","2010","225","0","225","0"
"France","Libya","2010","18","0","18","0"
"France","Lithuania","2010","0","0","0","0"
"France","Madagascar","2010","212","0","212","0"
"France","Mali","2010","2614","0","2614","0"
"France","Mauritania","2010","4542","0","4542","0"
"France","Mauritius","2010","0","0","0","0"
"France","Mexico","2010","6","0","6","0"
"France","Mongolia","2010","272","0","272","0"
"France","Montenegro","2010","31","0","31","0"
"France","Morocco","2010","120","0","120","0"
"France","Mozambique","2010","0","0","0","0"
"France","Myanmar","2010","171","0","171","0"
"France","Nepal","2010","55","0","55","0"
"France","Niger","2010","45","0","45","0"
"France","Nigeria","2010","726","0","726","0"
"France","Pakistan","2010","414","0","414","0"
"France","Peru","2010","268","0","268","0"
"France","Poland","2010","0","0","0","0"
"France","Rep. of Moldova","2010","377","0","377","0"
"France","Romania","2010","182","0","182","0"
"France","Russian Federation","2010","9858","0","9858","0"
"France","Rwanda","2010","2496","0","2496","0"
"France","Senegal","2010","396","0","396","0"
"France","Serbia (and Kosovo: S/RES/1244 (1999))","2010","9985","0","9985","0"
"France","Sierra Leone","2010","402","0","402","0"
"France","Slovakia","2010","0","0","0","0"
"France","Somalia","2010","1027","0","1027","0"
"France","South Africa","2010","0","0","0","0"
"France","Sri Lanka","2010","21833","0","21833","0"
"France","State of Palestine","2010","194","0","194","0"
"France","Stateless","2010","0","0","0","0"
"France","Sudan","2010","1597","0","1597","0"
"France","Syrian Arab Rep.","2010","280","0","280","0"
"France","Tajikistan","2010","28","0","28","0"
"France","The former Yugoslav Rep. of Macedonia","2010","260","0","260","0"
"France","Togo","2010","671","0","671","0"
"France","Tunisia","2010","242","0","242","0"
"France","Turkey","2010","11009","0","11009","0"
"France","Turkmenistan","2010","0","0","0","0"
"France","Uganda","2010","47","0","47","0"
"France","Ukraine","2010","712","0","712","0"
"France","Uzbekistan","2010","197","0","197","0"
"France","Various","2010","42230","0","42230","0"
"France","Venezuela (Bolivarian Republic of)","2010","0","0","0","0"
"France","Viet Nam","2010","8719","0","8719","0"
"France","Western Sahara","2010","0","0","0","0"
"France","Yemen","2010","0","0","0","0"
"France","Zimbabwe","2010","32","0","32","0"
"Gabon","Angola","2010","71","71","71","71"
"Gabon","Burundi","2010","31","31","31","31"
"Gabon","Cameroon","2010","1","1","1","1"
"Gabon","Central African Rep.","2010","3","3","3","3"
"Gabon","Chad","2010","991","991","991","991"
"Gabon","Congo","2010","7665","7665","7665","7665"
"Gabon","Côte d'Ivoire","2010","4","4","4","4"
"Gabon","Dem. Rep. of the Congo","2010","77","77","77","77"
"Gabon","Equatorial Guinea","2010","14","14","14","14"
"Gabon","Ethiopia","2010","1","1","1","1"
"Gabon","Ghana","2010","1","1","1","1"
"Gabon","Liberia","2010","7","7","7","7"
"Gabon","Mauritania","2010","15","15","15","15"
"Gabon","Niger","2010","1","1","1","1"
"Gabon","Rwanda","2010","60","60","60","60"
"Gabon","Sao Tome and Principe","2010","32","32","32","32"
"Gabon","Sierra Leone","2010","12","12","12","12"
"Gabon","Somalia","2010","4","4","4","4"
"Gabon","Sudan","2010","6","6","6","6"
"Gabon","Togo","2010","13","13","13","13"
"Gabon","United Rep. of Tanzania","2010","2","2","2","2"
"Gabon","Viet Nam","2010","4","4","4","4"
"Gambia","Cameroon","2010","1","1","1","1"
"Gambia","Côte d'Ivoire","2010","130","130","130","130"
"Gambia","Dem. Rep. of the Congo","2010","11","11","11","11"
"Gambia","Eritrea","2010","2","2","2","2"
"Gambia","Guinea-Bissau","2010","1","1","1","1"
"Gambia","Liberia","2010","713","665","713","665"
"Gambia","Nepal","2010","0","0","0","0"
"Gambia","Rwanda","2010","1","1","1","1"
"Gambia","Senegal","2010","7359","7359","7359","7359"
"Gambia","Sierra Leone","2010","134","134","134","134"
"Gambia","Somalia","2010","4","4","4","4"
"Gambia","Sudan","2010","1","1","1","1"
"Gambia","Togo","2010","21","21","21","21"
"Georgia","Afghanistan","2010","3","3","3","3"
"Georgia","Azerbaijan","2010","2","2","2","2"
"Georgia","Iraq","2010","5","5","5","5"
"Georgia","Islamic Rep. of Iran","2010","2","2","2","2"
"Georgia","Russian Federation","2010","623","623","623","623"
"Georgia","Tajikistan","2010","3","3","3","3"
"Georgia","Turkey","2010","1","1","1","1"
"Germany","Afghanistan","2010","30404","0","30404","0"
"Germany","Albania","2010","2275","0","2275","0"
"Germany","Algeria","2010","2283","0","2283","0"
"Germany","Angola","2010","3321","0","3321","0"
"Germany","Antigua and Barbuda","2010","1","0","1","0"
"Germany","Argentina","2010","32","0","32","0"
"Germany","Armenia","2010","3918","0","3918","0"
"Germany","Australia","2010","33","0","33","0"
"Germany","Austria","2010","2","0","2","0"
"Germany","Azerbaijan","2010","6326","0","6326","0"
"Germany","Bahrain","2010","37","0","37","0"
"Germany","Bangladesh","2010","935","0","935","0"
"Germany","Barbados","2010","2","0","2","0"
"Germany","Belarus","2010","1842","0","1842","0"
"Germany","Belgium","2010","6","0","6","0"
"Germany","Belize","2010","1","0","1","0"
"Germany","Benin","2010","181","0","181","0"
"Germany","Bhutan","2010","83","0","83","0"
"Germany","Bolivia (Plurinational State of)","2010","28","0","28","0"
"Germany","Bosnia and Herzegovina","2010","24622","0","24622","0"
"Germany","Botswana","2010","3","0","3","0"
"Germany","Brazil","2010","143","0","143","0"
"Germany","Bulgaria","2010","192","0","192","0"
"Germany","Burkina Faso","2010","208","0","208","0"
"Germany","Burundi","2010","138","0","138","0"
"Germany","Cabo Verde","2010","5","0","5","0"
"Germany","Cambodia","2010","157","0","157","0"
"Germany","Cameroon","2010","1236","0","1236","0"
"Germany","Canada","2010","46","0","46","0"
"Germany","Central African Rep.","2010","14","0","14","0"
"Germany","Chad","2010","53","0","53","0"
"Germany","Chile","2010","423","0","423","0"
"Germany","China","2010","3752","0","3752","0"
"Germany","Colombia","2010","253","0","253","0"
"Germany","Comoros","2010","11","0","11","0"
"Germany","Congo","2010","608","0","608","0"
"Germany","Costa Rica","2010","9","0","9","0"
"Germany","Côte d'Ivoire","2010","493","0","493","0"
"Germany","Croatia","2010","4209","0","4209","0"
"Germany","Cuba","2010","383","0","383","0"
"Germany","Cyprus","2010","1","0","1","0"
"Germany","Czech Rep.","2010","169","0","169","0"
"Germany","Dem. People's Rep. of Korea","2010","146","0","146","0"
"Germany","Dem. Rep. of the Congo","2010","5587","0","5587","0"
"Germany","Djibouti","2010","4","0","4","0"
"Germany","Dominica","2010","1","0","1","0"
"Germany","Dominican Rep.","2010","49","0","49","0"
"Germany","Ecuador","2010","124","0","124","0"
"Germany","Egypt","2010","875","0","875","0"
"Germany","El Salvador","2010","14","0","14","0"
"Germany","Equatorial Guinea","2010","23","0","23","0"
"Germany","Eritrea","2010","4519","0","4519","0"
"Germany","Estonia","2010","84","0","84","0"
"Germany","Ethiopia","2010","4628","0","4628","0"
"Germany","France","2010","6","0","6","0"
"Germany","Gabon","2010","11","0","11","0"
"Germany","Gambia","2010","469","0","469","0"
"Germany","Georgia","2010","2034","0","2034","0"
"Germany","Ghana","2010","4294","0","4294","0"
"Germany","Greece","2010","0","0","0","0"
"Germany","Grenada","2010","5","0","5","0"
"Germany","Guatemala","2010","4","0","4","0"
"Germany","Guinea","2010","649","0","649","0"
"Germany","Guinea-Bissau","2010","34","0","34","0"
"Germany","Guyana","2010","1","0","1","0"
"Germany","Haiti","2010","49","0","49","0"
"Germany","Honduras","2010","9","0","9","0"
"Germany","Hungary","2010","130","0","130","0"
"Germany","Iceland","2010","1","0","1","0"
"Germany","India","2010","2774","0","2774","0"
"Germany","Indonesia","2010","117","0","117","0"
"Germany","Iraq","2010","50432","0","50432","0"
"Germany","Islamic Rep. of Iran","2010","20444","0","20444","0"
"Germany","Israel","2010","339","0","339","0"
"Germany","Italy","2010","11","0","11","0"
"Germany","Jamaica","2010","15","0","15","0"
"Germany","Japan","2010","123","0","123","0"
"Germany","Jordan","2010","828","0","828","0"
"Germany","Kazakhstan","2010","1675","0","1675","0"
"Germany","Kenya","2010","290","0","290","0"
"Germany","Kuwait","2010","162","0","162","0"
"Germany","Kyrgyzstan","2010","1412","0","1412","0"
"Germany","Lao People's Dem. Rep.","2010","176","0","176","0"
"Germany","Latvia","2010","457","0","457","0"
"Germany","Lebanon","2010","12514","0","12514","0"
"Germany","Lesotho","2010","2","0","2","0"
"Germany","Liberia","2010","324","0","324","0"
"Germany","Libya","2010","636","0","636","0"
"Germany","Lithuania","2010","236","0","236","0"
"Germany","Madagascar","2010","9","0","9","0"
"Germany","Malawi","2010","2","0","2","0"
"Germany","Malaysia","2010","30","0","30","0"
"Germany","Maldives","2010","2","0","2","0"
"Germany","Mali","2010","75","0","75","0"
"Germany","Malta","2010","0","0","0","0"
"Germany","Mauritania","2010","49","0","49","0"
"Germany","Mauritius","2010","1","0","1","0"
"Germany","Mexico","2010","31","0","31","0"
"Germany","Monaco","2010","1","0","1","0"
"Germany","Mongolia","2010","196","0","196","0"
